"Subject","Start Date","Start Time","End Date","End Time","All day event","No End Time","Meeting Organizer","Phone","Email","Categories","Description","Location","Street","City","State or Province","Zip or Postal Code","Country","More Info","Duration (hh:mm:ss)","User Id","Event Id","Repeat Id"
"Grant Workshop - Guide to Grant Budgets","19/10/2023","3:00 pm","19/10/2023","3:00 pm","False","True","Jo Anna Fryman","","","Academics","<p>The project budget is a key component of any grant application and should include all related expenses. We will discuss reasonable and necessary expenses, as well as common budget standards.&nbsp;</p>

Contact: Jo Anna Fryman
","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","09:00:00","20393","169361982","0"
"Advising for Spring 2024","20/10/2023","12:00 am","20/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959628","4306509"
"Screening of Les Diaboliques (1955)","20/10/2023","6:00 pm","20/10/2023","8:30 pm","False","False","Trevor Sanders","","","Academics","Special Halloween screening of Henri-Georges Clouzot's classic psychological horror thriller Les&nbsp;Diaboliques (1955), the film that inspired Alfred Hitchcock's Psycho (1960).&nbsp;Sponsored by the Georgetown College French Club.

Contact: Trevor Sanders
","Asher Science Center Room 112","","","","","","","02:30:00","20393","170299848","0"
"October Board of Trustees Meeting","21/10/2023","8:00 am","21/10/2023","4:00 pm","False","False","","","","General","

","","","","","","","","08:00:00","580502","167675402","0"
"Fall Academic Internship Registration Deadline","22/10/2023","12:00 am","22/10/2023","11:59 pm","True","False","Faith Cracraft","4235045739","faith_cracraft@georgetowncollege.edu","Calling and Career","Students must register their internship by this date.&nbsp; The internship registration/application online form is located in the Portal &gt; Departments&gt; Center for Calling &amp; Career &gt; Internships on the lower right.

Contact: Faith Cracraft
Email: faith_cracraft@georgetowncollege.edu
Phone: 4235045739
","","","","","","","https://my.georgetowncollege.edu/ics","24:00:00","26205","39380599","1040589"
"Advising for Spring 2024","23/10/2023","12:00 am","23/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959631","4306509"
"Final Date to Drop a Course w/o a grade/ change to Pass/Fail or Audit a Course","23/10/2023","12:00 am","23/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959635","0"
"Advanced Registration for Spring 2024","23/10/2023","12:00 am","23/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959639","4306510"
"Advanced Registration for Seniors","23/10/2023","12:00 am","23/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959668","0"
"Advising for Spring 2024","24/10/2023","12:00 am","24/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959632","4306509"
"Advanced Registration for Spring 2024","24/10/2023","12:00 am","24/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959640","4306510"
"Leveraging Your “Limitations”:  Turn Your “Weaknesses” Into Wins! Devon Golden, Georgetown City Attorney and 2013 GC alumna","24/10/2023","11:00 am","24/10/2023","12:00 pm","False","False","","","","Nexus","

","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","167379760","0"
"Advanced Registration for Juniors","25/10/2023","12:00 am","25/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959672","0"
"Advanced Registration for Spring 2024","25/10/2023","12:00 am","25/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959641","4306510"
"Context of the Civil Rights Movement in America","25/10/2023","6:00 pm","25/10/2023","6:00 pm","False","True","John Henkel","","","Nexus","

Contact: John Henkel
","Asher Science Center Room 112","","","","","","","06:00:00","20393","170636399","0"
"Advanced Registration for Spring 2024","26/10/2023","12:00 am","26/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959642","4306510"
"Full Time Faculty Meeting","26/10/2023","11:00 am","26/10/2023","12:00 pm","False","False","","","","Academics","

","Asher Science Center Room 112","","","","","","","01:00:00","20393","165468404","0"
"Advanced Registration for Spring 2024","27/10/2023","12:00 am","27/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959643","4306510"
"Tiger Preview Day","27/10/2023","12:00 pm","27/10/2023","12:00 pm","False","True","","","","Admissions","

","Ward Room, Ensor LRC","","","","","","","00:00:00","20393","168891853","0"
"Colors of Cancer 5K","28/10/2023","12:00 am","28/10/2023","11:59 pm","True","False","","","","External Sponsored Events on Campus","Sponsored by Georgetown Community Hospital

","Memorial Drive","","","","","","","24:00:00","20393","168295035","0"
"Advanced Registration for Sophomores","30/10/2023","12:00 am","30/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959674","0"
"Advanced Registration for Spring 2024","30/10/2023","12:00 am","30/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959646","4306510"
"Empowering Excellence: Insights, Inspiration, and Impact From Women-Owned Businesses","30/10/2023","3:00 pm","30/10/2023","4:00 pm","False","False","","","","Nexus","

","Ward Room, Ensor LRC","","","","","","","01:00:00","584681","170507413","0"
"Practical Strategies for an Inclusive Classroom","30/10/2023","3:00 pm","30/10/2023","4:00 pm","False","False","Jennifer Price","","","Academics","Presentation by Dr. Karyn McKenzie

Contact: Jennifer Price
","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","01:00:00","20393","170596385","0"
"Advanced Registration for Spring 2024","31/10/2023","12:00 am","31/10/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959647","4306510"
"Chapel Service - Rooted in Promise","31/10/2023","11:00 am","31/10/2023","12:00 pm","False","False","","","","Nexus","Judge Melissa Murphy, Consolidated Baptist Church in Lexington

","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","167380002","0"
"Trick or Treat at President's House","31/10/2023","6:00 pm","31/10/2023","8:00 pm","False","False","","","","General","

","","","","","","","","02:00:00","580502","170094195","0"
"Advanced Registration for Freshmen","1/11/2023","12:00 am","1/11/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959698","0"
"Advanced Registration for Spring 2024","1/11/2023","12:00 am","1/11/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959648","4306510"
"Francophone Cultures Film Series: Faat Kiné (2000)","1/11/2023","6:00 pm","1/11/2023","8:30 pm","False","False","Trevor Sanders","","","Nexus","Screening of Faat Kin&eacute; (2000), directed Ousmane Semb&egrave;ne, the acclaimed Senegalese&nbsp;director known as the father of African cinema. The screening will be bookended by a&nbsp;brief presentation and follow-up discussion.

Contact: Trevor Sanders
","Asher Science Center Room 112","","","","","","","02:30:00","20393","170299845","0"
"Advanced Registration for Spring 2024","2/11/2023","12:00 am","2/11/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959649","4306510"
"Seminary Day","2/11/2023","10:00 am","2/11/2023","2:00 pm","False","False","","","","Nexus","

","Jones-Hall-Nelson Suite and the Great Hall","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","04:00:00","584681","169204923","0"
"Academic Council","2/11/2023","11:00 am","2/11/2023","12:00 pm","False","False","","","","Academics","

","Ward Room, Ensor LRC","","","","","","","01:00:00","20393","165468530","0"
"Toolkit for Academic Success","2/11/2023","11:00 am","2/11/2023","12:00 pm","False","False","Bethany Farley","","","Nexus","

Contact: Bethany Farley
","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","170635034","0"
"”Silence: A 13th Century Medieval Adventure” Fall Play Presented by Department of Theatre & Film and Maskrafters","3/11/2023","7:30 pm","3/11/2023","7:30 pm","False","True","Ed Smith","","","Nexus","<strong><span style=""font-size: 13.0pt; font-family: 'Calibri',sans-serif;"">&rdquo;Silence: A 13th Century Medieval Adventure&rdquo; Fall Play Presented by Department of Theatre &amp; Film and Maskrafters @ Wilson Lab Theatre. Tickets FREE for students. $5 for faculty and staff. $7 for all other general admission. Email <a href="?PHPSESSID=0hk8scepraidpbp279hul01830"mailto:ed_smith@georgetowncollege.edu"">ed_smith@georgetowncollege.edu</a> or call 859-492-9163 for tickets.</span></strong>

Contact: Ed Smith
","Ruth Pearce Wilson Lab Theatre","","","","","","","04:30:00","20393","170717516","0"
"”Silence: A 13th Century Medieval Adventure” Fall Play Presented by Department of Theatre & Film and Maskrafters","4/11/2023","7:30 pm","4/11/2023","7:30 pm","False","True","Ed Smith","","","Nexus","<strong><span style=""font-size: 13.0pt; font-family: 'Calibri',sans-serif;"">&rdquo;Silence: A 13th Century Medieval Adventure&rdquo; Fall Play Presented by Department of Theatre &amp; Film and Maskrafters @ Wilson Lab Theatre. Tickets FREE for students. $5 for faculty and staff. $7 for all other general admission. Email <a href="?PHPSESSID=0hk8scepraidpbp279hul01830"mailto:ed_smith@georgetowncollege.edu"">ed_smith@georgetowncollege.edu</a> or call 859-492-9163 for tickets.</span></strong>

Contact: Ed Smith
","Ruth Pearce Wilson Lab Theatre","","","","","","","04:30:00","20393","170717418","0"
"”Silence: A 13th Century Medieval Adventure” Fall Play Presented by Department of Theatre & Film and Maskrafters","5/11/2023","7:30 pm","5/11/2023","7:30 pm","False","True","Ed Smith","","","Nexus","<strong><span style=""font-size: 13.0pt; font-family: 'Calibri',sans-serif;"">&rdquo;Silence: A 13th Century Medieval Adventure&rdquo; Fall Play Presented by Department of Theatre &amp; Film and Maskrafters @ Wilson Lab Theatre. Tickets FREE for students. $5 for faculty and staff. $7 for all other general admission. Email <a href="?PHPSESSID=0hk8scepraidpbp279hul01830"mailto:ed_smith@georgetowncollege.edu"">ed_smith@georgetowncollege.edu</a> or call 859-492-9163 for tickets.</span></strong>

Contact: Ed Smith
","Ruth Pearce Wilson Lab Theatre","","","","","","","04:30:00","20393","170717422","0"
"Senior Comprehensive Reports Due","6/11/2023","12:00 am","6/11/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959702","0"
"Diversity and Inclusion / Leadership Event","7/11/2023","11:00 am","7/11/2023","12:00 pm","False","False","","","","Nexus","

","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","167380025","0"
"Faculty Committee Meetings","9/11/2023","11:00 am","9/11/2023","12:00 pm","False","False","","","","Academics","

","","","","","","","","01:00:00","20393","165468619","0"
"Final Date to Drop a Couse with W","10/11/2023","12:00 am","10/11/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959756","0"
"”Silence: A 13th Century Medieval Adventure” Fall Play Presented by Department of Theatre & Film and Maskrafters","10/11/2023","7:30 pm","10/11/2023","7:30 pm","False","True","Ed Smith","","","Nexus","<strong><span style=""font-size: 13.0pt; font-family: 'Calibri',sans-serif;"">&rdquo;Silence: A 13th Century Medieval Adventure&rdquo; Fall Play Presented by Department of Theatre &amp; Film and Maskrafters @ Wilson Lab Theatre. Tickets FREE for students. $5 for faculty and staff. $7 for all other general admission. Email <a href="?PHPSESSID=0hk8scepraidpbp279hul01830"mailto:ed_smith@georgetowncollege.edu"">ed_smith@georgetowncollege.edu</a> or call 859-492-9163 for tickets.</span></strong>

Contact: Ed Smith
","Ruth Pearce Wilson Lab Theatre","","","","","","","04:30:00","20393","170717544","0"
"”Silence: A 13th Century Medieval Adventure” Fall Play Presented by Department of Theatre & Film and Maskrafters","11/11/2023","7:30 pm","11/11/2023","7:30 pm","False","True","Ed Smith","","","Nexus","<strong><span style=""font-size: 13.0pt; font-family: 'Calibri',sans-serif;"">&rdquo;Silence: A 13th Century Medieval Adventure&rdquo; Fall Play Presented by Department of Theatre &amp; Film and Maskrafters @ Wilson Lab Theatre. Tickets FREE for students. $5 for faculty and staff. $7 for all other general admission. Email <a href="?PHPSESSID=0hk8scepraidpbp279hul01830"mailto:ed_smith@georgetowncollege.edu"">ed_smith@georgetowncollege.edu</a> or call 859-492-9163 for tickets.</span></strong>

Contact: Ed Smith
","Ruth Pearce Wilson Lab Theatre","","","","","","","04:30:00","20393","170830059","0"
"”Silence: A 13th Century Medieval Adventure” Fall Play Presented by Department of Theatre & Film and Maskrafters","12/11/2023","7:30 pm","12/11/2023","7:30 pm","False","True","Ed Smith","","","Nexus","<strong><span style=""font-size: 13.0pt; font-family: 'Calibri',sans-serif;"">&rdquo;Silence: A 13th Century Medieval Adventure&rdquo; Fall Play Presented by Department of Theatre &amp; Film and Maskrafters @ Wilson Lab Theatre. Tickets FREE for students. $5 for faculty and staff. $7 for all other general admission. Email <a href="?PHPSESSID=0hk8scepraidpbp279hul01830"mailto:ed_smith@georgetowncollege.edu"">ed_smith@georgetowncollege.edu</a> or call 859-492-9163 for tickets.</span></strong>

Contact: Ed Smith
","Ruth Pearce Wilson Lab Theatre","","","","","","","04:30:00","20393","170830063","0"
"TLC Metacognition Mondays","13/11/2023","3:30 pm","13/11/2023","4:30 pm","False","False","Jennifer Price","","","Academics","<span style=""font-size: 12.0pt; line-height: 107%; font-family: 'Times New Roman',serif;"">If you are using metacognitive strategies in your teaching this semester, PLEASE come to this one!&nbsp; We are using this time to record what people have been doing for the QEP Metacognition Project</span>

Contact: Jennifer Price
","Ensor Learning Resource Center (LRC150)","400 East College Street","Georgetown","KY","40324","US","","01:00:00","20393","168988875","0"
"Chapel Service - Rooted in Faith","14/11/2023","11:00 am","14/11/2023","12:00 pm","False","False","","","","Nexus","Dr. Laura Rodgers Levens , Baptist Seminary of Kentucky in Lexington

","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","167380059","0"
"WAGC Lunch Meeting","14/11/2023","12:30 pm","14/11/2023","2:00 pm","False","False","","","","General","

","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","01:30:00","580502","168030628","0"
"Free Pancakes and Night Chapel Service","14/11/2023","7:30 pm","14/11/2023","7:30 pm","False","True","Bryan Langlands","","","Nexus","This service will feature music led by GC students and a message shared by Tracy Mandl&nbsp;and Bryan Langlands. Free pancakes will also be served 30 minutes before the event at 7:30 pm.

Contact: Bryan Langlands
","Georgetown Church of the Nazarene","","","","","","","04:30:00","20393","170978895","0"
"Jump at the Chance to Learn about Diabetes","15/11/2023","5:00 pm","15/11/2023","5:00 pm","False","True","Kelli R. Thompson","","","Nexus","SHAC will be having a jump rope even that promotes fun and healthy living while<br />informing students about diabetes. This will be held at the Bush Fitness Center.<br />Participation and competition prizes!!

Contact: Kelli R. Thompson
","Bush Fitness Center - gymnasium","","","","","","","07:00:00","20393","170978863","0"
"Francophone Cultures Film Series: Indochine (1992)","15/11/2023","6:00 pm","15/11/2023","9:00 pm","False","False","Trevor Sanders","","","Nexus","Screening of Indochine (1992), directed by R&eacute;gis Wargnier, a French period drama set in&nbsp;colonial French Indochina during the 1930s to 1950s. The screening will be bookended&nbsp;by a brief presentation and follow-up discussion.

Contact: Trevor Sanders
","Asher Science Center Room 112","","","","","","","03:00:00","20393","170632272","0"
"Faculty Division Meetings","16/11/2023","11:00 am","16/11/2023","12:00 pm","False","False","","","","Academics","

","","","","","","","","01:00:00","20393","165468904","0"
"Alex's Lemonade Stand Fundraiser","16/11/2023","5:30 pm","16/11/2023","5:30 pm","False","True","Thomas Thornton","","","Nexus","

Contact: Thomas Thornton
","Softball Complex","","","","","","","06:30:00","20393","170635024","0"
"Seminar Show: Art Exhibition","16/11/2023","6:00 pm","16/11/2023","6:00 pm","False","True","Aaron Reynolds","","","Nexus","

Contact: Aaron Reynolds
","Cochenour Gallery","Ensor Learning Resource Center, College and Mulber","Georgetown","KY","40324","USA","","06:00:00","20393","170978789","0"
"Symphonic Winds Annual Cookie Concert","16/11/2023","7:00 pm","16/11/2023","7:00 pm","False","True","","","","Nexus","

","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","05:00:00","20393","170978644","0"
"Study Abroad in Austria with Dr. Dummer!","21/11/2023","12:00 pm","21/11/2023","12:45 pm","False","False","Susan Dummer","","","Academics","Informational session about study abroad in Austria with KIIS.org. Feel free to bring your&nbsp;lunch from the cafeteria and eat it while you listen!

Contact: Susan Dummer
","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","00:45:00","20393","170978677","0"
"Offices Closed -  Thanksgiving Holiday","22/11/2023","12:00 am","22/11/2023","11:59 pm","True","False","","","","General","

","","","","","","","","24:00:00","20393","169696439","4438320"
"Thanksgiving Holiday - No Classes","22/11/2023","12:00 am","22/11/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959759","4306515"
"Offices Closed -  Thanksgiving Holiday","23/11/2023","12:00 am","23/11/2023","11:59 pm","True","False","","","","General","

","","","","","","","","24:00:00","20393","169696440","4438320"
"Thanksgiving Holiday - No Classes","23/11/2023","12:00 am","23/11/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959760","4306515"
"Offices Closed -  Thanksgiving Holiday","24/11/2023","12:00 am","24/11/2023","11:59 pm","True","False","","","","General","

","","","","","","","","24:00:00","20393","169696441","4438320"
"Thanksgiving Holiday - No Classes","24/11/2023","12:00 am","24/11/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959761","4306515"
"Start Singing with Gospel Music","28/11/2023","11:00 am","28/11/2023","12:00 pm","False","False","Christopher Powell","","","Academics","

Contact: Christopher Powell
","John L. Hill Chapel","400 E. College St","Georgetown","KY","40324","","","01:00:00","20393","167379793","0"
"Honors Freshman Poster Parliament","28/11/2023","4:00 pm","28/11/2023","6:00 pm","False","False","Lisa Hamilton","","","Nexus","All students enrolled in ENG200 will be presenting the research they have conducted during the semester to the larger campus community.

Contact: Lisa Hamilton
","Ward Room, Ensor LRC","","","","","","","02:00:00","20393","168656574","0"
"Prep Talks - Student Professional Development Series","29/11/2023","4:00 pm","29/11/2023","5:00 pm","False","False","","","","Nexus","

","Jones-Hall-Nelson Suite","Cralle Student Center-400 East College Street","Georgetown","KY","40324","US","","01:00:00","584681","170804111","0"
"Full Time Faculty Meeting","30/11/2023","11:00 am","30/11/2023","12:00 pm","False","False","","","","Academics","

","Asher Science Center Room 112","","","","","","","01:00:00","20393","165468414","0"
"Reception for December 2023 Graduates","30/11/2023","5:00 pm","30/11/2023","6:00 pm","False","False","Jo Anna Fryman","","","Academics","

Contact: Jo Anna Fryman
","Ward Room, Ensor LRC","Mulberry Street","Georgetown","KY","40324","United States","","01:00:00","20393","169698391","0"
"Hanging of the Green","30/11/2023","7:00 pm","30/11/2023","8:00 pm","False","False","","","","Nexus","

","","","","","","","","01:00:00","584681","168187251","0"
"Last Day of Class","1/12/2023","12:00 am","1/12/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959771","0"
"Christmas at Georgetown - Memorial Drive","2/12/2023","4:30 pm","2/12/2023","6:00 pm","False","False","","","","General","

","","","","","","","","01:30:00","580502","170304641","0"
"Applications for May 2024 Degree Candidates Due","4/12/2023","12:00 am","4/12/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959784","0"
"Reading Day","4/12/2023","12:00 am","4/12/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959773","0"
"Final Exams","5/12/2023","12:00 am","5/12/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959779","4306518"
"Final Exams","6/12/2023","12:00 am","6/12/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959780","4306518"
"Final Exams","7/12/2023","12:00 am","7/12/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959781","4306518"
"Final Exams","8/12/2023","12:00 am","8/12/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959782","4306518"
"Grades Due for Fall 2023 @ 11:59 p.m.","12/12/2023","12:00 am","12/12/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959786","0"
"Offices Closed - Christmas Holiday","22/12/2023","12:00 am","22/12/2023","11:59 pm","True","False","","","","General","

","","","","","","","","24:00:00","20393","169696473","0"
"Offices Closed - Christmas Holiday","25/12/2023","12:00 am","25/12/2023","11:59 pm","True","False","","","","General","

","","","","","","","","24:00:00","20393","169696479","4438322"
"Offices Closed - Christmas Holiday","26/12/2023","12:00 am","26/12/2023","11:59 pm","True","False","","","","General","

","","","","","","","","24:00:00","20393","169696480","4438322"
"Inter Term","26/12/2023","12:00 am","26/12/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959790","4306519"
"Offices Closed - Christmas Holiday","27/12/2023","12:00 am","27/12/2023","11:59 pm","True","False","","","","General","

","","","","","","","","24:00:00","20393","169696481","4438322"
"Inter Term","27/12/2023","12:00 am","27/12/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959791","4306519"
"Offices Closed - Christmas Holiday","28/12/2023","12:00 am","28/12/2023","11:59 pm","True","False","","","","General","

","","","","","","","","24:00:00","20393","169696482","4438322"
"Inter Term","28/12/2023","12:00 am","28/12/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959792","4306519"
"Offices Closed - Christmas Holiday","29/12/2023","12:00 am","29/12/2023","11:59 pm","True","False","","","","General","

","","","","","","","","24:00:00","20393","169696483","4438322"
"Inter Term","29/12/2023","12:00 am","29/12/2023","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959793","4306519"
"Offices Closed - Christmas Holiday","1/1/2024","12:00 am","1/1/2024","11:59 pm","True","False","","","","General","

","","","","","","","","24:00:00","20393","169696490","0"
"Inter Term","2/1/2024","12:00 am","2/1/2024","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959797","4306519"
"Inter Term","3/1/2024","12:00 am","3/1/2024","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959798","4306519"
"Inter Term","4/1/2024","12:00 am","4/1/2024","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959799","4306519"
"Inter Term","5/1/2024","12:00 am","5/1/2024","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959800","4306519"
"Inter Term","8/1/2024","12:00 am","8/1/2024","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959803","4306519"
"Inter Term","9/1/2024","12:00 am","9/1/2024","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959804","4306519"
"Inter Term","10/1/2024","12:00 am","10/1/2024","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959805","4306519"
"Inter Term","11/1/2024","12:00 am","11/1/2024","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959806","4306519"
"Inter Term","12/1/2024","12:00 am","12/1/2024","11:59 pm","True","False","","","","Academics","

","","","","","","","","24:00:00","20393","164959807","4306519"
